event_id,timestamp,environment,source,event_type,service,src_zone,dst_zone,direction,action,protocol,src_ip,dst_ip,src_port,dst_port,bytes,status,auth_result,finding_type,cve_id,severity,message,trace_id
security-sim-0066,2026-09-02T13:28:00Z,local-simulated,network-security-simulator,flow,service-b,application,internet,north_south,allow,tcp,10.0.1.10,203.0.113.10,30017,443,6107,200,,,,info,synthetic allowed north_south flow to external-api,unknown
security-sim-0067,2026-09-02T13:33:00Z,local-simulated,network-security-simulator,flow,service-a,application,database,east_west,allow,tcp,10.0.1.28,203.0.113.10,30018,8001,53994,200,,,,info,synthetic allowed east_west flow to service-b,unknown
security-sim-0068,2026-09-02T13:38:00Z,local-simulated,network-security-simulator,flow,service-b,application,database,east_west,allow,tcp,10.0.2.29,10.0.2.20,30019,5432,29533,200,,,,info,synthetic allowed east_west flow to data-service,unknown
security-sim-0069,2026-09-02T13:43:00Z,local-simulated,network-security-simulator,flow,external-api,internet,application,north_south,allow,tcp,10.0.1.10,203.0.113.10,30020,443,8412,200,,,,info,synthetic allowed north_south flow to service-a,unknown
security-sim-0070,2026-09-02T13:48:00Z,local-simulated,network-security-simulator,flow,service-b,application,internet,north_south,allow,tcp,10.0.1.10,203.0.113.10,30021,443,22696,200,,,,info,synthetic allowed north_south flow to external-api,unknown
security-sim-0071,2026-09-02T13:53:00Z,local-simulated,network-security-simulator,flow,service-a,application,database,east_west,allow,tcp,10.0.2.32,203.0.113.10,30022,8001,81069,200,,,,info,synthetic allowed east_west flow to service-b,unknown
security-sim-0072,2026-09-02T13:58:00Z,local-simulated,network-security-simulator,flow,service-b,application,database,east_west,allow,tcp,10.0.3.33,10.0.2.20,30023,5432,28009,200,,,,info,synthetic allowed east_west flow to data-service,unknown
security-sim-0073,2026-09-02T14:03:00Z,local-simulated,network-security-simulator,flow,external-api,internet,application,north_south,allow,tcp,10.0.1.10,203.0.113.10,30024,443,11555,200,,,,info,synthetic allowed north_south flow to service-a,unknown
security-sim-0074,2026-09-02T14:08:00Z,local-simulated,network-security-simulator,flow,service-b,application,internet,north_south,allow,tcp,10.0.1.10,203.0.113.10,30025,443,76207,200,,,,info,synthetic allowed north_south flow to external-api,unknown
security-sim-0075,2026-09-02T14:13:00Z,local-simulated,network-security-simulator,flow,service-a,application,database,east_west,allow,tcp,10.0.3.36,203.0.113.10,30026,8001,70141,200,,,,info,synthetic allowed east_west flow to service-b,unknown
security-sim-0076,2026-09-02T14:18:00Z,local-simulated,network-security-simulator,flow,service-b,application,database,east_west,allow,tcp,10.0.1.37,10.0.2.20,30027,5432,75743,200,,,,info,synthetic allowed east_west flow to data-service,unknown
security-sim-0077,2026-09-02T14:23:00Z,local-simulated,network-security-simulator,flow,external-api,internet,application,north_south,allow,tcp,10.0.1.10,203.0.113.10,30028,443,63084,200,,,,info,synthetic allowed north_south flow to service-a,unknown
security-sim-0078,2026-09-02T14:28:00Z,local-simulated,network-security-simulator,flow,service-b,application,internet,north_south,allow,tcp,10.0.1.10,203.0.113.10,30029,443,34431,200,,,,info,synthetic allowed north_south flow to external-api,unknown
security-sim-0079,2026-09-02T14:33:00Z,local-simulated,network-security-simulator,flow,service-a,application,database,east_west,allow,tcp,10.0.1.40,203.0.113.10,30030,8001,76497,200,,,,info,synthetic allowed east_west flow to service-b,unknown
security-sim-0080,2026-09-02T14:38:00Z,local-simulated,network-security-simulator,flow,service-b,application,database,east_west,allow,tcp,10.0.2.41,10.0.2.20,30031,5432,86702,200,,,,info,synthetic allowed east_west flow to data-service,unknown
security-sim-0081,2026-09-02T14:43:00Z,local-simulated,network-security-simulator,flow,external-api,internet,application,north_south,allow,tcp,10.0.1.10,203.0.113.10,30032,443,66779,200,,,,info,synthetic allowed north_south flow to service-a,unknown
security-sim-0082,2026-09-02T14:48:00Z,local-simulated,network-security-simulator,flow,service-b,application,internet,north_south,allow,tcp,10.0.1.10,203.0.113.10,30033,443,23375,200,,,,info,synthetic allowed north_south flow to external-api,unknown
security-sim-0083,2026-09-02T14:53:00Z,local-simulated,network-security-simulator,flow,service-a,application,database,east_west,allow,tcp,10.0.2.44,203.0.113.10,30034,8001,22652,200,,,,info,synthetic allowed east_west flow to service-b,unknown
security-sim-0084,2026-09-02T14:58:00Z,local-simulated,network-security-simulator,flow,service-b,application,database,east_west,allow,tcp,10.0.3.45,10.0.2.20,30035,5432,22903,200,,,,info,synthetic allowed east_west flow to data-service,unknown
security-sim-0085,2026-09-02T15:03:00Z,local-simulated,network-security-simulator,flow,external-api,internet,application,north_south,allow,tcp,10.0.1.10,203.0.113.10,30036,443,87772,200,,,,info,synthetic allowed north_south flow to service-a,unknown
security-sim-0086,2026-09-02T15:08:00Z,local-simulated,network-security-simulator,flow,service-b,application,internet,north_south,allow,tcp,10.0.1.10,203.0.113.10,30037,443,38986,200,,,,info,synthetic allowed north_south flow to external-api,unknown
security-sim-0087,2026-09-02T15:13:00Z,local-simulated,network-security-simulator,flow,service-a,application,database,east_west,allow,tcp,10.0.3.48,203.0.113.10,30038,8001,60254,200,,,,info,synthetic allowed east_west flow to service-b,unknown
security-sim-0088,2026-09-02T15:18:00Z,local-simulated,network-security-simulator,flow,service-b,application,database,east_west,allow,tcp,10.0.1.49,10.0.2.20,30039,5432,18236,200,,,,info,synthetic allowed east_west flow to data-service,unknown
security-sim-0089,2026-09-02T15:23:00Z,local-simulated,network-security-simulator,flow,external-api,internet,application,north_south,allow,tcp,10.0.1.10,203.0.113.10,30040,443,55045,200,,,,info,synthetic allowed north_south flow to service-a,unknown
security-sim-0090,2026-09-02T15:28:00Z,local-simulated,network-security-simulator,flow,service-b,application,internet,north_south,allow,tcp,10.0.1.10,203.0.113.10,30041,443,18130,200,,,,info,synthetic allowed north_south flow to external-api,unknown
security-sim-0091,2026-09-02T15:33:00Z,local-simulated,network-security-simulator,flow,service-a,application,database,east_west,allow,tcp,10.0.1.52,203.0.113.10,30042,8001,57993,200,,,,info,synthetic allowed east_west flow to service-b,unknown
security-sim-0092,2026-09-02T15:38:00Z,local-simulated,network-security-simulator,flow,service-b,application,database,east_west,allow,tcp,10.0.2.53,10.0.2.20,30043,5432,11786,200,,,,info,synthetic allowed east_west flow to data-service,unknown
security-sim-0093,2026-09-02T15:43:00Z,local-simulated,network-security-simulator,flow,external-api,internet,application,north_south,allow,tcp,10.0.1.10,203.0.113.10,30044,443,86736,200,,,,info,synthetic allowed north_south flow to service-a,unknown
security-sim-0094,2026-09-02T15:48:00Z,local-simulated,network-security-simulator,flow,service-b,application,internet,north_south,allow,tcp,10.0.1.10,203.0.113.10,30045,443,30136,200,,,,info,synthetic allowed north_south flow to external-api,unknown
security-sim-0095,2026-09-02T15:53:00Z,local-simulated,network-security-simulator,flow,service-a,application,database,east_west,allow,tcp,10.0.2.56,203.0.113.10,30046,8001,40425,200,,,,info,synthetic allowed east_west flow to service-b,unknown
security-sim-0096,2026-09-02T15:58:00Z,local-simulated,network-security-simulator,flow,service-b,application,database,east_west,allow,tcp,10.0.3.57,10.0.2.20,30047,5432,1435,200,,,,info,synthetic allowed east_west flow to data-service,unknown
security-sim-0097,2026-09-02T16:03:00Z,local-simulated,network-security-simulator,flow,external-api,internet,application,north_south,allow,tcp,10.0.1.10,203.0.113.10,30048,443,10231,200,,,,info,synthetic allowed north_south flow to service-a,unknown
security-sim-0098,2026-09-02T16:08:00Z,local-simulated,network-security-simulator,flow,service-b,application,internet,north_south,allow,tcp,10.0.1.10,203.0.113.10,30049,443,36718,200,,,,info,synthetic allowed north_south flow to external-api,unknown
security-sim-0099,2026-09-02T16:13:00Z,local-simulated,network-security-simulator,flow,service-a,application,database,east_west,allow,tcp,10.0.3.60,203.0.113.10,30050,8001,81223,200,,,,info,synthetic allowed east_west flow to service-b,unknown
security-sim-0100,2026-09-02T16:18:00Z,local-simulated,network-security-simulator,flow,service-b,application,database,east_west,allow,tcp,10.0.1.61,10.0.2.20,30051,5432,64709,200,,,,info,synthetic allowed east_west flow to data-service,unknown
security-sim-0101,2026-09-02T16:23:00Z,local-simulated,network-security-simulator,flow,external-api,internet,application,north_south,allow,tcp,10.0.1.10,203.0.113.10,30052,443,69512,200,,,,info,synthetic allowed north_south flow to service-a,unknown
security-sim-0102,2026-09-02T16:28:00Z,local-simulated,network-security-simulator,flow,service-b,application,internet,north_south,allow,tcp,10.0.1.10,203.0.113.10,30053,443,49294,200,,,,info,synthetic allowed north_south flow to external-api,unknown
security-sim-0103,2026-09-02T16:33:00Z,local-simulated,network-security-simulator,flow,service-a,application,database,east_west,allow,tcp,10.0.1.64,203.0.113.10,30054,8001,74629,200,,,,info,synthetic allowed east_west flow to service-b,unknown
security-sim-0104,2026-09-02T16:38:00Z,local-simulated,network-security-simulator,flow,service-b,application,database,east_west,allow,tcp,10.0.2.65,10.0.2.20,30055,5432,94671,200,,,,info,synthetic allowed east_west flow to data-service,unknown
security-sim-0105,2026-09-02T16:43:00Z,local-simulated,network-security-simulator,flow,external-api,internet,application,north_south,allow,tcp,10.0.1.10,203.0.113.10,30056,443,67451,200,,,,info,synthetic allowed north_south flow to service-a,unknown
security-sim-0106,2026-09-02T16:48:00Z,local-simulated,network-security-simulator,flow,service-b,application,internet,north_south,allow,tcp,10.0.1.10,203.0.113.10,30057,443,61835,200,,,,info,synthetic allowed north_south flow to external-api,unknown
security-sim-0107,2026-09-02T16:53:00Z,local-simulated,network-security-simulator,flow,service-a,application,database,east_west,allow,tcp,10.0.2.68,203.0.113.10,30058,8001,42225,200,,,,info,synthetic allowed east_west flow to service-b,unknown
security-sim-0108,2026-09-02T16:58:00Z,local-simulated,network-security-simulator,flow,service-b,application,database,east_west,allow,tcp,10.0.3.69,10.0.2.20,30059,5432,62405,200,,,,info,synthetic allowed east_west flow to data-service,unknown
security-sim-0109,2026-09-02T17:03:00Z,local-simulated,network-security-simulator,flow,external-api,internet,application,north_south,allow,tcp,10.0.1.10,203.0.113.10,30060,443,31802,200,,,,info,synthetic allowed north_south flow to service-a,unknown
security-sim-0110,2026-09-02T17:08:00Z,local-simulated,network-security-simulator,flow,service-b,application,internet,north_south,allow,tcp,10.0.1.10,203.0.113.10,30061,443,81804,200,,,,info,synthetic allowed north_south flow to external-api,unknown
security-sim-0111,2026-09-02T17:13:00Z,local-simulated,network-security-simulator,flow,service-a,application,database,east_west,allow,tcp,10.0.3.72,203.0.113.10,30062,8001,2841,200,,,,info,synthetic allowed east_west flow to service-b,unknown
security-sim-0112,2026-09-02T17:18:00Z,local-simulated,network-security-simulator,flow,service-b,application,database,east_west,allow,tcp,10.0.1.73,10.0.2.20,30063,5432,29837,200,,,,info,synthetic allowed east_west flow to data-service,unknown
security-sim-0113,2026-09-02T20:36:00Z,local-simulated,network-security-simulator,denial,service-b,application,database,east_west,deny,tcp,203.0.113.1,10.0.2.20,45000,5432,0,403,,,,medium,synthetic policy denial,unknown
security-sim-0114,2026-09-02T20:37:00Z,local-simulated,network-security-simulator,denial,edge-gateway,internet,application,north_south,deny,tcp,203.0.113.2,10.0.2.20,45001,22,0,403,,,,medium,synthetic policy denial,unknown
security-sim-0115,2026-09-02T20:38:00Z,local-simulated,network-security-simulator,denial,edge-gateway,internet,application,north_south,deny,tcp,203.0.113.3,10.0.2.20,45002,5432,0,403,,,,medium,synthetic policy denial,unknown
security-sim-0116,2026-09-02T20:39:00Z,local-simulated,network-security-simulator,denial,service-b,application,database,east_west,deny,tcp,203.0.113.4,10.0.2.20,45003,22,0,403,,,,high,synthetic policy denial,unknown
security-sim-0117,2026-09-02T20:40:00Z,local-simulated,network-security-simulator,denial,edge-gateway,internet,application,north_south,deny,tcp,203.0.113.5,10.0.2.20,45004,5432,0,403,,,,high,synthetic policy denial,unknown
security-sim-0118,2026-09-02T20:41:00Z,local-simulated,network-security-simulator,denial,edge-gateway,internet,application,north_south,deny,tcp,203.0.113.6,10.0.2.20,45005,22,0,403,,,,high,synthetic policy denial,unknown
security-sim-0119,2026-09-02T20:42:00Z,local-simulated,network-security-simulator,denial,service-b,application,database,east_west,deny,tcp,203.0.113.7,10.0.2.20,45006,5432,0,403,,,,high,synthetic policy denial,unknown
security-sim-0120,2026-09-02T20:43:00Z,local-simulated,network-security-simulator,denial,edge-gateway,internet,application,north_south,deny,tcp,203.0.113.8,10.0.2.20,45007,22,0,403,,,,medium,synthetic policy denial,unknown
security-sim-0121,2026-09-02T20:44:00Z,local-simulated,network-security-simulator,denial,edge-gateway,internet,application,north_south,deny,tcp,203.0.113.9,10.0.2.20,45008,5432,0,403,,,,medium,synthetic policy denial,unknown
security-sim-0122,2026-09-02T20:45:00Z,local-simulated,network-security-simulator,denial,service-b,application,database,east_west,deny,tcp,203.0.113.10,10.0.2.20,45009,22,0,403,,,,medium,synthetic policy denial,unknown
security-sim-0123,2026-09-02T20:46:00Z,local-simulated,network-security-simulator,denial,edge-gateway,internet,application,north_south,deny,tcp,203.0.113.11,10.0.2.20,45010,5432,0,403,,,,medium,synthetic policy denial,unknown
security-sim-0124,2026-09-02T20:47:00Z,local-simulated,network-security-simulator,denial,edge-gateway,internet,application,north_south,deny,tcp,203.0.113.12,10.0.2.20,45011,22,0,403,,,,medium,synthetic policy denial,unknown
security-sim-0125,2026-09-02T20:48:00Z,local-simulated,network-security-simulator,denial,service-b,application,database,east_west,deny,tcp,203.0.113.1,10.0.2.20,45012,5432,0,403,,,,medium,synthetic policy denial,unknown
security-sim-0126,2026-09-02T20:49:00Z,local-simulated,network-security-simulator,denial,edge-gateway,internet,application,north_south,deny,tcp,203.0.113.2,10.0.2.20,45013,22,0,403,,,,medium,synthetic policy denial,unknown
